fid;NM2;NM3;NM4;NM5;x;y
3120;Žilinský;Dolný Kubín;Veličná;Veličná;19.22851482;49.24302275
3345;Žilinský;Dolný Kubín;Vyšný Kubín;Vyšný Kubín;19.32886193;49.17626382
3400;Žilinský;Dolný Kubín;Zázrivá;Zázrivá;19.16631313;49.28468917
3471;Žilinský;Dolný Kubín;Žaškov;Žaškov;19.20545218;49.17050423
281;Žilinský;Kysucké Nové Mesto;Kysucké Nové Mesto;Budatínska Lehota;18.83072305;49.29644328
558;Žilinský;Kysucké Nové Mesto;Dolný Vadičov;Dolný Vadičov;18.85403199;49.27454618
861;Žilinský;Kysucké Nové Mesto;Horný Vadičov;Horný Vadičov;18.89712809;49.27284816
1450;Žilinský;Kysucké Nové Mesto;Kysucké Nové Mesto;Kysucké Nové Mesto;18.77683238;49.31254485
1451;Žilinský;Kysucké Nové Mesto;Kysucký Lieskovec;Kysucký Lieskovec;18.83001183;49.34189997
1584;Žilinský;Kysucké Nové Mesto;Lodno;Lodno;18.86920396;49.33280883
1594;Žilinský;Kysucké Nové Mesto;Lopušné Pažite;Lopušné Pažite;18.8305896;49.27934122
1918;Žilinský;Kysucké Nové Mesto;Nesluša;Nesluša;18.7312176;49.33750331
2046;Žilinský;Kysucké Nové Mesto;Ochodnica;Ochodnica;18.76951712;49.36096494
2126;Žilinský;Kysucké Nové Mesto;Kysucké Nové Mesto;Oškerda;18.77467314;49.27857909
2314;Žilinský;Kysucké Nové Mesto;Povina;Povina;18.85419563;49.31046106
2390;Žilinský;Kysucké Nové Mesto;Radoľa;Radoľa;18.80076512;49.28411122
2496;Žilinský;Kysucké Nové Mesto;Rudina;Rudina;18.73372592;49.28860956
2497;Žilinský;Kysucké Nové Mesto;Rudinka;Rudinka;18.74395533;49.27372103
2498;Žilinský;Kysucké Nové Mesto;Rudinská;Rudinská;18.70315077;49.3276108
2668;Žilinský;Kysucké Nové Mesto;Snežnica;Snežnica;18.7939322;49.26321743
3513;Žilinský;Kysucké Nové Mesto;Horný Vadičov;Prostredný Vadičov;18.8593075;49.25944139
113;Žilinský;Liptovský Mikuláš;Beňadiková;Beňadiková;19.68625156;49.08047318
118;Žilinský;Liptovský Mikuláš;Liptovský Mikuláš;Benice;19.55691548;49.07617941
123;Žilinský;Liptovský Mikuláš;Liptovský Trnovec;Beňušovce;19.55422029;49.14135458
160;Žilinský;Liptovský Mikuláš;Bobrovček;Bobrovček;19.59995288;49.14328185
161;Žilinský;Liptovský Mikuláš;Bobrovec;Bobrovec;19.63005634;49.16288532
162;Žilinský;Liptovský Mikuláš;Bobrovník;Bobrovník;19.47748925;49.11854392
163;Žilinský;Liptovský Mikuláš;Liptovský Mikuláš;Bodice;19.56691514;49.05297649
295;Žilinský;Liptovský Mikuláš;Bukovina;Bukovina;19.47356552;49.13398197
453;Žilinský;Liptovský Mikuláš;Liptovský Mikuláš;Demänová;19.58572501;49.05271712
454;Žilinský;Liptovský Mikuláš;Demänovská Dolina;Demänovská Dolina;19.58705818;48.97751825
564;Žilinský;Liptovský Mikuláš;Liptovský Hrádok;Dovalovo;19.78507549;49.05754736
606;Žilinský;Liptovský Mikuláš;Dúbrava;Dúbrava;19.50182735;49.00242811
665;Žilinský;Liptovský Mikuláš;Galovany;Galovany;19.52887577;49.08635062
702;Žilinský;Liptovský Mikuláš;Gôtovany;Gôtovany;19.50526747;49.06637765
960;Žilinský;Liptovský Mikuláš;Huty;Huty;19.57180432;49.21954853
963;Žilinský;Liptovský Mikuláš;Hybe;Hybe;19.85057971;49.05802667
1005;Žilinský;Liptovský Mikuláš;Liptovský Mikuláš;Iľanovo;19.61386177;49.01964594
1026;Žilinský;Liptovský Mikuláš;Ižipovce;Ižipovce;19.48421604;49.14660181
1047;Žilinský;Liptovský Mikuláš;Jakubovany;Jakubovany;19.73918619;49.11881126
1052;Žilinský;Liptovský Mikuláš;Jalovec;Jalovec;19.66899246;49.17311864
1056;Žilinský;Liptovský Mikuláš;Jamník;Jamník;19.75787474;49.13485743
1252;Žilinský;Liptovský Mikuláš;Konská;Konská;19.72476516;49.13805052
1344;Žilinský;Liptovský Mikuláš;Kráľova Lehota;Kráľova Lehota;19.80429596;49.00227059
1439;Žilinský;Liptovský Mikuláš;Kvačany;Dlhá Lúka;19.52719979;49.17145293
1440;Žilinský;Liptovský Mikuláš;Kvačany;Kvačany;19.56257098;49.18552721
1478;Žilinský;Liptovský Mikuláš;Lazisko;Lazisko;19.52925837;48.98406272
1552;Žilinský;Liptovský Mikuláš;Liptovská Anna;Liptovská Anna;19.4558593;49.15443186
1553;Žilinský;Liptovský Mikuláš;Liptovská Kokava;Liptovská Kokava;19.84713878;49.10091951
1556;Žilinský;Liptovský Mikuláš;Liptovská Porúbka;Liptovská Porúbka;19.73596407;48.99567309
1557;Žilinský;Liptovský Mikuláš;Liptovská Sielnica;Liptovská Sielnica;19.52009664;49.13469247
1558;Žilinský;Liptovský Mikuláš;Liptovská Sielnica;Parížovce;19.51344272;49.11147567
1559;Žilinský;Liptovský Mikuláš;Liptovská Sielnica;Liptovská Mara;19.48992202;49.10532103
1564;Žilinský;Liptovský Mikuláš;Liptovské Beharovce;Liptovské Beharovce;19.57904801;49.14193282
1565;Žilinský;Liptovský Mikuláš;Liptovské Kľačany;Liptovské Kľačany;19.46276778;49.00703996
1566;Žilinský;Liptovský Mikuláš;Liptovské Matiašovce;Liptovské Matiašovce;19.56514971;49.16064527
1568;Žilinský;Liptovský Mikuláš;Liptovský Hrádok;Liptovský Hrádok;19.73932405;49.03917863
1569;Žilinský;Liptovský Mikuláš;Liptovský Ján;Liptovský Ján;19.66966811;48.98460295
1571;Žilinský;Liptovský Mikuláš;Liptovský Mikuláš;Liptovský Mikuláš;19.6203461;49.08073397
1572;Žilinský;Liptovský Mikuláš;Liptovský Mikuláš;Palúdzka;19.58200465;49.08109886
1573;Žilinský;Liptovský Mikuláš;Liptovský Mikuláš;Liptovská Ondrašová;19.59055203;49.09999537
1574;Žilinský;Liptovský Mikuláš;Liptovský Ondrej;Liptovský Ondrej;19.70491593;49.10559921
1575;Žilinský;Liptovský Mikuláš;Liptovský Peter;Liptovský Peter;19.73546242;49.05660562
1576;Žilinský;Liptovský Mikuláš;Liptovský Trnovec;Liptovský Trnovec;19.58469008;49.16268559
1606;Žilinský;Liptovský Mikuláš;Ľubeľa;Kráľovská Ľubeľa;19.48061898;49.01898376
1607;Žilinský;Liptovský Mikuláš;Ľubeľa;Zemianska Ľubeľa;19.47105648;49.05924041
1690;Žilinský;Liptovský Mikuláš;Malatíny;Malatíny;19.45884404;49.06646881
1696;Žilinský;Liptovský Mikuláš;Malé Borové;Malé Borové;19.541914;49.2265496
1722;Žilinský;Liptovský Mikuláš;Malužiná;Malužiná;19.83222246;48.94436354
1949;Žilinský;Liptovský Mikuláš;Nižná Boca;Nižná Boca;19.77592677;48.94709815
2050;Žilinský;Liptovský Mikuláš;Liptovský Mikuláš;Okoličné;19.6607009;49.08608078
2150;Žilinský;Liptovský Mikuláš;Partizánska Ľupča;Partizánska Ľupča;19.42130919;48.99053038
2159;Žilinský;Liptovský Mikuláš;Pavčina Lehota;Pavčina Lehota;19.55717354;49.02145111
2163;Žilinský;Liptovský Mikuláš;Pavlova Ves;Pavlova Ves;19.5809246;49.12819161
2164;Žilinský;Liptovský Mikuláš;Pavlova Ves;Babky;19.61798689;49.17420238
2221;Žilinský;Liptovský Mikuláš;Liptovský Mikuláš;Ploštín;19.59899198;49.0467625
2253;Žilinský;Liptovský Mikuláš;Podtureň;Podtureň;19.70285544;49.05126617
2343;Žilinský;Liptovský Mikuláš;Pribylina;Pribylina;19.84366168;49.15306582
2361;Žilinský;Liptovský Mikuláš;Prosiek;Prosiek;19.49436059;49.16478991
2434;Žilinský;Liptovský Mikuláš;Liptovský Mikuláš;Ráztoky;19.55778516;49.10489777
2666;Žilinský;Liptovský Mikuláš;Smrečany;Smrečany;19.65478908;49.12662477
2678;Žilinský;Liptovský Mikuláš;Vlachy;Sokolče;19.49836242;49.08723197
2785;Žilinský;Liptovský Mikuláš;Svätý Kríž;Svätý Kríž;19.53046363;49.04777158
3009;Žilinský;Liptovský Mikuláš;Trstené;Trstené;19.62794564;49.114859
3063;Žilinský;Liptovský Mikuláš;Uhorská Ves;Uhorská Ves;19.68332889;49.06412681
3064;Žilinský;Liptovský Mikuláš;Uhorská Ves;Vislavce;19.69671749;49.02603266
3112;Žilinský;Liptovský Mikuláš;Vavrišovo;Vavrišovo;19.76388625;49.07741655
3113;Žilinský;Liptovský Mikuláš;Važec;Važec;19.98491;49.0642619
3146;Žilinský;Liptovský Mikuláš;Veľké Borové;Veľké Borové;19.51755056;49.1966156
3214;Žilinský;Liptovský Mikuláš;Veterná Poruba;Veterná Poruba;19.67707134;49.10721218
3250;Žilinský;Liptovský Mikuláš;Vlachy;Krmeš;19.47961759;49.08092685
3251;Žilinský;Liptovský Mikuláš;Vlachy;Vlachy;19.47939632;49.08410407
3252;Žilinský;Liptovský Mikuláš;Vlachy;Vlašky;19.46414707;49.09891965
3304;Žilinský;Liptovský Mikuláš;Východná;Východná;19.93162505;48.99384677
3314;Žilinský;Liptovský Mikuláš;Vyšná Boca;Vyšná Boca;19.74193173;48.92035106
3398;Žilinský;Liptovský Mikuláš;Závažná Poruba;Závažná Poruba;19.63269009;49.03690423
3488;Žilinský;Liptovský Mikuláš;Žiar;Žiar;19.69394959;49.15596915
3532;Žilinský;Liptovský Mikuláš;Liptovský Mikuláš;Svätý Štefan;19.72062913;49.16018444
3541;Žilinský;Liptovský Mikuláš;Liptovská Sielnica;Sestrč;19.43370915;49.15341378
99;Žilinský;Martin;Belá-Dulice;Belá;19.05408166;48.978821
119;Žilinský;Martin;Benice;Benice;18.86701364;48.99180569
152;Žilinský;Martin;Blatnica;Blatnica;18.99099645;48.92069529
311;Žilinský;Martin;Bystrička;Bystrička;18.84218507;49.05680509
440;Žilinský;Martin;Ďanová;Ďanová;18.92254998;48.978176
465;Žilinský;Martin;Diaková;Diaková;18.97028895;49.05712249
544;Žilinský;Martin;Dolný Kalník;Dolný Kalník;18.9645486;49.04050041
570;Žilinský;Martin;Dražkovce;Dražkovce;18.95105336;49.04908907
616;Žilinský;Martin;Belá-Dulice;Dulice;18.98850384;48.99602982
653;Žilinský;Martin;Folkušová;Folkušová;18.95646996;48.97119908
830;Žilinský;Martin;Turčianske Jaseno;Turčianske Jaseno;19.04662235;49.01210308
855;Žilinský;Martin;Horný Kalník;Horný Kalník;18.96560015;49.03040652
1161;Žilinský;Martin;Karlová;Karlová;18.90221008;48.95994952
1187;Žilinský;Martin;Kláštor pod Znievom;Kláštor pod Znievom;18.77757704;48.97328617
1254;Žilinský;Martin;Podhradie;Konské;19.07381363;49.09425894
1315;Žilinský;Martin;Košťany nad Turcom;Košťany nad Turcom;18.90704282;49.02140466
1396;Žilinský;Martin;Krpeľany;Krpeľany;19.11118785;49.12393528
1471;Žilinský;Martin;Laskár;Laskár;18.88577359;48.9547504
1476;Žilinský;Martin;Kláštor pod Znievom;Lazany;18.77176002;48.99584588
1522;Žilinský;Martin;Ležiachov;Ležiachov;18.85256567;48.98200621
1548;Žilinský;Martin;Lipovec;Lipovec;18.91782812;49.14775071
1746;Žilinský;Martin;Martin;Martin;18.88774979;49.07059091
1747;Žilinský;Martin;Martin;Tomčany;18.94171191;49.05866912
1896;Žilinský;Martin;Necpaly;Necpaly;19.01212757;48.96549428
1983;Žilinský;Martin;Nolčovo;Nolčovo;19.09739595;49.08868821
2240;Žilinský;Martin;Podhradie;Podhradie nad Váhom;19.07200635;49.07470285
2342;Žilinský;Martin;Príbovce;Príbovce;18.89486191;49.00091658
2345;Žilinský;Martin;Martin;Priekopa;18.88883998;49.10460788
2413;Žilinský;Martin;Rakovo;Rakovo;18.88887789;48.98174808
2424;Žilinský;Martin;Ratkovo;Ratkovo;19.08490621;49.13701703
2606;Žilinský;Martin;Sklabiňa;Sklabiňa;19.01735602;49.04236214
2608;Žilinský;Martin;Sklabinský Podzámok;Sklabinský Podzámok;19.06127416;49.04345287
2642;Žilinský;Martin;Slovany;Slovany;18.80579515;48.98927859
2674;Žilinský;Martin;Socovce;Socovce;18.87241083;48.94625862
2767;Žilinský;Martin;Sučany;Sučany;18.98018025;49.12168763
2899;Žilinský;Martin;Šútovo;Šútovo;19.06832234;49.17452689
2974;Žilinský;Martin;Trebostovo;Trebostovo;18.83529002;49.03631639
3003;Žilinský;Martin;Trnovo;Trnovo;18.83436835;49.02368457
3023;Žilinský;Martin;Turany;Turany;19.0303936;49.14446939
3030;Žilinský;Martin;Turčianska Štiavnička;Turčianska Štiavnička;19.02755198;49.07972998
3031;Žilinský;Martin;Turčianske Kľačany;Turčianske Kľačany;18.95016242;49.13292332
3033;Žilinský;Martin;Turčiansky Ďur;Turčiansky Ďur;18.8440461;48.95073395
3035;Žilinský;Martin;Turčiansky Peter;Turčiansky Peter;18.87379854;49.03634136
3094;Žilinský;Martin;Valča;Valča;18.79560349;49.0219857
3095;Žilinský;Martin;Laskár;Valentová;18.88674871;48.96522546
3293;Žilinský;Martin;Vrícko;Vrícko;18.69217135;48.97073284
3295;Žilinský;Martin;Vrútky;Vrútky;18.8853402;49.12830851
3355;Žilinský;Martin;Záborie;Záborie;19.00817117;49.0340261
3383;Žilinský;Martin;Martin;Záturčie;18.8990942;49.09137938
3463;Žilinský;Martin;Žabokreky;Žabokreky;18.93349797;49.02732839
21;Žilinský;Námestovo;Babín;Babín;19.38434808;49.32294103
115;Žilinský;Námestovo;Beňadovo;Beňadovo;19.3495186;49.43225018
159;Žilinský;Námestovo;Bobrov;Bobrov;19.5558588;49.44474961
247;Žilinský;Námestovo;Breza;Breza;19.3665426;49.39985193
940;Žilinský;Námestovo;Hruštín;Hruštín;19.30510077;49.31735065
1195;Žilinský;Námestovo;Klin;Klin;19.47362347;49.44611108
1401;Žilinský;Námestovo;Krušetnica;Krušetnica;19.32930092;49.38919005
1586;Žilinský;Námestovo;Lokca;Lokca;19.41420277;49.36867266
1588;Žilinský;Námestovo;Lomná;Lomná;19.28482093;49.34739581
1875;Žilinský;Námestovo;Mútne;Mútne;19.29146008;49.48461156
1891;Žilinský;Námestovo;Námestovo;Námestovo;19.46220709;49.42254358
1892;Žilinský;Námestovo;Námestovo;Slanica;19.51808116;49.41141214
1893;Žilinský;Námestovo;Námestovo;Námestovské Pilsko;19.35504619;49.52235091
2021;Žilinský;Námestovo;Novoť;Novoť;19.24772448;49.43738181
2088;Žilinský;Námestovo;Oravská Jasenica;Oravská Jasenica;19.41762407;49.418188
2089;Žilinský;Námestovo;Oravská Lesná;Oravská Lesná;19.19446841;49.35887491
2090;Žilinský;Námestovo;Oravská Polhora;Oravská Polhora;19.44789223;49.55496185
2093;Žilinský;Námestovo;Oravské Veselé;Oravské Veselé;19.37096783;49.48045838
2382;Žilinský;Námestovo;Rabča;Rabča;19.47051916;49.48295205
2383;Žilinský;Námestovo;Rabčice;Rabčice;19.51742061;49.513569
2587;Žilinský;Námestovo;Sihelné;Sihelné;19.4105387;49.50870855
2907;Žilinský;Námestovo;Ťapešovo;Ťapešovo;19.4547714;49.36958625
3101;Žilinský;Námestovo;Hruštín;Vaňovka;19.34311888;49.3511073
3109;Žilinský;Námestovo;Vasiľov;Vasiľov;19.38447384;49.35011762
3110;Žilinský;Námestovo;Vavrečka;Vavrečka;19.47775547;49.38093875
3372;Žilinský;Námestovo;Zákamenné;Zákamenné;19.24133064;49.39767985
3457;Žilinský;Námestovo;Zubrohlava;Zubrohlava;19.51959448;49.46283808
130;Žilinský;Ružomberok;Bešeňová;Bešeňová;19.4425495;49.11291104
900;Žilinský;Ružomberok;Ružomberok;Hrboltová;19.25436128;49.10946222
944;Žilinský;Ružomberok;Hubová;Hubová;19.19477649;49.0998967
1018;Žilinský;Ružomberok;Ivachnová;Ivachnová;19.4077043;49.08714427
1122;Žilinský;Ružomberok;Kalameny;Kalameny;19.41594534;49.14734436
1248;Žilinský;Ružomberok;Komjatná;Komjatná;19.24695207;49.14194953
1538;Žilinský;Ružomberok;Likavka;Likavka;19.3078631;49.10909973
1554;Žilinský;Ružomberok;Liptovská Lúžna;Liptovská Lúžna;19.32560645;48.92761015
1555;Žilinský;Ružomberok;Liptovská Osada;Liptovská Osada;19.25895028;48.92471724
1560;Žilinský;Ružomberok;Liptovská Štiavnica;Liptovská Štiavnica;19.34873195;49.01640211
1561;Žilinský;Ružomberok;Liptovská Teplá;Liptovská Teplá;19.42237203;49.11590113
1562;Žilinský;Ružomberok;Liptovská Teplá;Madočany;19.40498753;49.11277444
1567;Žilinský;Ružomberok;Liptovské Revúce;Liptovské Revúce;19.16568008;48.91633813
1570;Žilinský;Ružomberok;Liptovský Michal;Liptovský Michal;19.43426324;49.0907597
1577;Žilinský;Ružomberok;Lisková;Lisková;19.35478386;49.09956671
1613;Žilinský;Ružomberok;Ľubochňa;Ľubochňa;19.15627121;49.0296653
1633;Žilinský;Ružomberok;Lúčky;Lúčky;19.38147663;49.14804049
1639;Žilinský;Ružomberok;Ludrová;Ludrová;19.32788807;49.05163862
1749;Žilinský;Ružomberok;Martinček;Martinček;19.33112152;49.10327524
2303;Žilinský;Ružomberok;Potok;Potok;19.45286665;49.11371369
2530;Žilinský;Ružomberok;Ružomberok;Ružomberok;19.26665954;49.03161926
2637;Žilinský;Ružomberok;Liptovské Sliače;Liptovské Sliače;19.39068414;49.05233178
2706;Žilinský;Ružomberok;Stankovany;Stankovany;19.167653;49.14632853
2875;Žilinský;Ružomberok;Štiavnička;Štiavnička;19.34476027;49.07157709
2903;Žilinský;Ružomberok;Švošov;Švošov;19.2020484;49.12837772
3041;Žilinský;Ružomberok;Turík;Turík;19.37222505;49.11801415
3093;Žilinský;Ružomberok;Valaská Dubová;Valaská Dubová;19.29906987;49.13886225
6;Žilinský;Turčianske Teplice;Abramová;Abramová;18.79229044;48.93096867
154;Žilinský;Turčianske Teplice;Blažovce;Blažovce;18.84503208;48.93849376
165;Žilinský;Turčianske Teplice;Bodorová;Bodorová;18.85749962;48.9044071
166;Žilinský;Turčianske Teplice;Bodorová;Kevice;18.84976538;48.91503786
193;Žilinský;Turčianske Teplice;Borcová;Borcová;18.84805897;48.92572696
267;Žilinský;Turčianske Teplice;Brieštie;Brieštie;18.71972218;48.9192947
286;Žilinský;Turčianske Teplice;Budiš;Budiš;18.73433601;48.85561248
431;Žilinský;Turčianske Teplice;Čremošné;Čremošné;18.9564715;48.83129941
470;Žilinský;Turčianske Teplice;Turčianske Teplice;Diviaky;18.83517467;48.87747437
512;Žilinský;Turčianske Teplice;Turčianske Teplice;Dolná Štubňa;18.85114116;48.8362568
602;Žilinský;Turčianske Teplice;Dubové;Dubové;18.78117315;48.8425755
635;Žilinský;Turčianske Teplice;Ivančiná;Dvorec nad Turcom;18.80723424;48.90429308
713;Žilinský;Turčianske Teplice;Háj;Háj;18.8822682;48.85816176
819;Žilinský;Turčianske Teplice;Horná Štubňa;Horná Štubňa;18.9071814;48.81169839
1019;Žilinský;Turčianske Teplice;Ivančiná;Ivančiná;18.82094142;48.91198199
1086;Žilinský;Turčianske Teplice;Jasenovo;Jasenovo;18.71385149;48.87341048
1095;Žilinský;Turčianske Teplice;Jazernica;Jazernica;18.82543242;48.92412957
1121;Žilinský;Turčianske Teplice;Kaľamenová;Kaľamenová;18.77755002;48.87940924
1530;Žilinský;Turčianske Teplice;Liešno;Liešno;18.76343313;48.88496943
1723;Žilinský;Turčianske Teplice;Malý Čepčín;Malý Čepčín;18.83262698;48.90121062
1857;Žilinský;Turčianske Teplice;Moškovec;Moškovec;18.8238995;48.94398844
1858;Žilinský;Turčianske Teplice;Mošovce;Mošovce;18.94096048;48.88444527
2073;Žilinský;Turčianske Teplice;Ondrašová;Ondrašová;18.78228529;48.95212538
2268;Žilinský;Turčianske Teplice;Abramová;Polerieka;18.76236387;48.94232786
2414;Žilinský;Turčianske Teplice;Rakša;Rakša;18.90429622;48.87241265
2505;Žilinský;Turčianske Teplice;Rudno;Rudno;18.73484186;48.88790524
2609;Žilinský;Turčianske Teplice;Sklené;Sklené;18.82601493;48.78998048
2653;Žilinský;Turčianske Teplice;Slovenské Pravno;Slovenské Pravno;18.76546367;48.9120612
3027;Žilinský;Turčianske Teplice;Turček;Dolný Turček;18.90267234;48.7759272
3028;Žilinský;Turčianske Teplice;Turček;Horný Turček;18.96365281;48.7734195
3032;Žilinský;Turčianske Teplice;Turčianske Teplice;Turčianske Teplice;18.84924993;48.86061096
3034;Žilinský;Turčianske Teplice;Turčianske Teplice;Turčiansky Michal;18.86288781;48.88935392
3192;Žilinský;Turčianske Teplice;Veľký Čepčín;Veľký Čepčín;18.80547198;48.88500264
259;Žilinský;Tvrdošín;Brezovica;Brezovica;19.6670604;49.32165104
426;Žilinský;Tvrdošín;Čimhová;Čimhová;19.70141159;49.35238537
708;Žilinský;Tvrdošín;Habovka;Habovka;19.65106761;49.27742371
758;Žilinský;Tvrdošín;Hladovka;Hladovka;19.75446262;49.37302118
1359;Žilinský;Tvrdošín;Tvrdošín;Krásna Hôrka;19.52898251;49.32686798
1526;Žilinský;Tvrdošín;Liesek;Liesek;19.69020828;49.36077465
1948;Žilinský;Tvrdošín;Nižná;Nižná;19.49875978;49.31727627
2094;Žilinský;Tvrdošín;Oravský Biely Potok;Oravský Biely Potok;19.56120808;49.27212955
2225;Žilinský;Tvrdošín;Podbiel;Podbiel;19.47126024;49.30555537
2770;Žilinský;Tvrdošín;Suchá Hora;Suchá Hora;19.78400096;49.36040665
2866;Žilinský;Tvrdošín;Štefanov nad Oravou;Dolný Štefanov;19.54431979;49.36793165
2867;Žilinský;Tvrdošín;Štefanov nad Oravou;Horný Štefanov;19.51240747;49.36260152
3007;Žilinský;Tvrdošín;Trstená;Trstená;19.62220256;49.38916461
3052;Žilinský;Tvrdošín;Tvrdošín;Medvedzie;19.53377232;49.34172525
3053;Žilinský;Tvrdošín;Tvrdošín;Tvrdošín;19.57423051;49.33354681
3078;Žilinský;Tvrdošín;Trstená;Ústie nad Priehradou;19.55771737;49.38965924
3079;Žilinský;Tvrdošín;Trstená;Oravské Hámre;19.60009543;49.42077471
3080;Žilinský;Tvrdošín;Trstená;Osada;19.59908187;49.40424733
3240;Žilinský;Tvrdošín;Tvrdošín;Oravice;19.75535043;49.29505992
3241;Žilinský;Tvrdošín;Vitanová;Vitanová;19.74255922;49.34048359
